Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,FamilyCount,IsReverend,Embarked_C,Embarked_Q,Embarked_S,IsMale,Title
1,2,24.0,2,1,243847,27.0,¯\(ツ)/¯,3,0,0,0,1,0,Mrs
0,3,,0,0,349214,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,,0,0,113796,42.4,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,44.0,0,0,364511,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,35.0,0,0,111426,26.55,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,36.0,1,0,349910,15.55,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,30.0,0,0,349246,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,27.0,0,0,113804,30.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,22.0,1,2,SC/Paris 2123,41.5792,¯\(ツ)/¯,3,0,1,0,0,0,Mrs
1,1,40.0,0,0,PC 17582,153.4625,C125,0,0,0,0,1,0,Miss
0,3,39.0,1,5,347082,31.275,¯\(ツ)/¯,6,0,0,0,1,0,Mrs
0,3,,0,0,SOTON/O.Q. 3101305,7.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,,1,0,367230,15.5,¯\(ツ)/¯,1,0,0,1,0,0,Miss
0,3,,0,0,370377,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,35.0,0,0,364512,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,24.0,1,2,220845,65.0,¯\(ツ)/¯,3,0,0,0,1,0,Miss
0,3,34.0,1,1,347080,14.4,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,3,26.0,1,0,A/5. 3336,16.1,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,2,4.0,2,1,230136,39.0,F4,3,0,0,0,1,0,Miss
0,2,26.0,0,0,31028,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,27.0,1,0,2659,14.4542,¯\(ツ)/¯,1,0,1,0,0,1,Mr
1,1,42.0,1,0,11753,52.5542,D19,1,0,0,0,1,1,Mr
1,3,20.0,1,1,2653,15.7417,¯\(ツ)/¯,2,0,1,0,0,1,Mr
0,3,21.0,0,0,350029,7.8542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,21.0,0,0,54636,16.1,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,61.0,0,0,36963,32.3208,D50,0,0,0,0,1,1,Mr
0,2,57.0,0,0,219533,12.35,¯\(ツ)/¯,0,1,0,1,0,1,Rev
1,1,21.0,0,0,13502,77.9583,D9,0,0,0,0,1,0,Miss
0,3,26.0,0,0,349224,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,334912,7.7333,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,1,80.0,0,0,27042,30.0,A23,0,0,0,0,1,1,Mr
0,3,51.0,0,0,347743,7.0542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,32.0,0,0,13214,30.5,B50,0,0,1,0,0,1,Dr
0,1,,0,0,112052,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,9.0,3,2,347088,27.9,¯\(ツ)/¯,5,0,0,0,1,0,Miss
1,2,28.0,0,0,237668,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,32.0,0,0,STON/O 2. 3101292,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,31.0,1,1,C.A. 31921,26.25,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,3,41.0,0,5,3101295,39.6875,¯\(ツ)/¯,5,0,0,0,1,0,Mrs
0,3,,1,0,376564,16.1,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,20.0,0,0,350050,7.8542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,24.0,0,0,PC 17477,69.3,B35,0,0,1,0,0,0,Mlle
0,3,2.0,3,2,347088,27.9,¯\(ツ)/¯,5,0,0,0,1,0,Miss
1,3,,0,0,1601,56.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,0.75,2,1,2666,19.2583,¯\(ツ)/¯,3,0,1,0,0,0,Miss
1,1,48.0,1,0,PC 17572,76.7292,D33,1,0,1,0,0,1,Mr
0,3,19.0,0,0,349231,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,56.0,0,0,13213,35.5,A26,0,0,1,0,0,1,Col
0,3,,0,0,S.O./P.P. 751,7.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,23.0,0,0,CA. 2314,7.55,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,,0,0,349221,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,18.0,0,1,231919,23.0,¯\(ツ)/¯,1,0,0,0,1,0,Miss
0,3,21.0,0,0,8475,8.4333,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,,0,0,330919,7.8292,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,18.0,0,0,365226,6.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,2,24.0,2,0,S.O.C. 14879,73.5,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,3,,0,0,349223,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,32.0,1,1,364849,15.5,¯\(ツ)/¯,2,0,0,1,0,0,Mrs
0,2,23.0,0,0,29751,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,58.0,0,2,35273,113.275,D48,2,0,1,0,0,1,Mr
1,1,50.0,2,0,PC 17611,133.65,¯\(ツ)/¯,2,0,0,0,1,1,Dr
0,3,40.0,0,0,2623,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,1,47.0,0,0,5727,25.5875,E58,0,0,0,0,1,1,Mr
0,3,36.0,0,0,349210,7.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,20.0,1,0,STON/O 2. 3101285,7.925,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,2,32.0,2,0,S.O.C. 14879,73.5,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,2,25.0,0,0,234686,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,312993,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,43.0,0,0,A/5 3536,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,,1,0,19996,52.0,C126,1,0,0,0,1,0,Mrs
1,2,40.0,1,1,29750,39.0,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,1,31.0,1,0,F.C. 12750,52.0,B71,1,0,0,0,1,1,Mr
0,2,70.0,0,0,C.A. 24580,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,31.0,0,0,244270,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,,0,0,239856,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,18.0,0,0,349912,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,24.5,0,0,342826,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,18.0,0,0,4138,9.8417,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,43.0,1,6,CA 2144,46.9,¯\(ツ)/¯,7,0,0,0,1,0,Mrs
1,1,36.0,0,1,PC 17755,512.3292,B51 B53 B55,1,0,1,0,0,1,Mr
0,3,,0,0,330935,8.1375,¯\(ツ)/¯,0,0,0,1,0,0,Miss
1,1,27.0,0,0,PC 17572,76.7292,D49,0,0,1,0,0,1,Mr
0,3,20.0,0,0,6563,9.225,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,14.0,5,2,CA 2144,46.9,¯\(ツ)/¯,7,0,0,0,1,1,Mr
0,2,60.0,1,1,29750,39.0,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,2,25.0,1,2,SC/Paris 2123,41.5792,¯\(ツ)/¯,3,0,1,0,0,1,Mr
0,3,14.0,4,1,3101295,39.6875,¯\(ツ)/¯,5,0,0,0,1,1,Mr
0,3,19.0,0,0,349228,10.1708,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,18.0,0,0,350036,7.7958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,15.0,0,1,24160,211.3375,B5,1,0,0,0,1,0,Miss
1,1,31.0,1,0,17474,57.0,B20,1,0,0,0,1,1,Mr
1,3,4.0,0,1,349256,13.4167,¯\(ツ)/¯,1,0,1,0,0,0,Miss
1,3,,0,0,1601,56.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,25.0,0,0,2672,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,1,60.0,0,0,113800,26.55,¯\(ツ)/¯,0,0,0,0,1,1,Col
0,2,52.0,0,0,248731,13.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,44.0,0,0,363592,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,,0,0,35852,7.7333,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,1,49.0,1,1,17421,110.8833,C68,2,0,1,0,0,1,Mr
0,3,42.0,0,0,348121,7.65,F G63,0,0,0,0,1,1,Mr
1,1,18.0,1,0,PC 17757,227.525,C62 C64,1,0,1,0,0,0,Mrs
1,1,35.0,0,0,PC 17475,26.2875,E24,0,0,0,0,1,1,Mr
0,3,18.0,0,1,2691,14.4542,¯\(ツ)/¯,1,0,1,0,0,0,Miss
0,3,25.0,0,0,36864,7.7417,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,26.0,1,0,350025,7.8542,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,2,39.0,0,0,250655,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,45.0,0,0,223596,13.5,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
1,1,42.0,0,0,PC 17476,26.2875,E24,0,0,0,0,1,1,Mr
1,1,22.0,0,0,113781,151.55,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,3,,1,1,2661,15.2458,¯\(ツ)/¯,2,0,1,0,0,1,Master
1,1,24.0,0,0,PC 17482,49.5042,C90,0,0,1,0,0,0,Mlle
0,1,,0,0,113028,26.55,C124,0,0,0,0,1,1,Mr
1,1,48.0,1,0,19996,52.0,C126,1,0,0,0,1,1,Mr
0,3,29.0,0,0,7545,9.4833,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,52.0,0,0,250647,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,19.0,0,0,348124,7.65,F G73,0,0,0,0,1,1,Mr
1,1,38.0,0,0,PC 17757,227.525,C45,0,0,1,0,0,0,Miss
1,2,27.0,0,0,34218,10.5,E101,0,0,0,0,1,0,Miss
0,3,,0,0,36568,15.5,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,33.0,0,0,347062,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,6.0,0,1,248727,33.0,¯\(ツ)/¯,1,0,0,0,1,0,Miss
0,3,17.0,1,0,350048,7.0542,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,2,34.0,0,0,12233,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,50.0,0,0,250643,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,27.0,1,0,113806,53.1,E8,1,0,0,0,1,1,Mr
0,3,20.0,0,0,315094,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,30.0,3,0,31027,21.0,¯\(ツ)/¯,3,0,0,0,1,0,Mrs
1,3,,0,0,36866,7.7375,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,2,25.0,1,0,236853,26.0,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,25.0,1,0,STON/O2. 3101271,7.925,¯\(ツ)/¯,1,0,0,0,1,0,Miss
1,1,29.0,0,0,24160,211.3375,B5,0,0,0,0,1,0,Miss
0,3,11.0,0,0,2699,18.7875,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,2,,0,0,239855,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,23.0,0,0,28425,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,23.0,0,0,233639,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,28.5,0,0,54636,16.1,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,48.0,1,3,W./C. 6608,34.375,¯\(ツ)/¯,4,0,0,0,1,0,Mrs
1,1,35.0,0,0,PC 17755,512.3292,B101,0,0,1,0,0,1,Mr
0,3,,0,0,349201,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,349218,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,,0,0,16988,30.0,D45,0,0,0,0,1,1,Mr
0,1,36.0,1,0,19877,78.85,C46,1,0,0,0,1,1,Mr
1,1,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,4,0,1,0,0,0,Miss
0,3,24.0,1,0,376566,16.1,¯\(ツ)/¯,1,0,0,0,1,1,Mr
1,3,31.0,0,0,STON/O 2. 3101288,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,70.0,1,1,WE/P 5735,71.0,B22,2,0,0,0,1,1,Capt
0,3,16.0,1,1,C.A. 2673,20.25,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,2,30.0,0,0,250648,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,1,19.0,1,0,113773,53.1,D30,1,0,0,0,1,1,Mr
0,3,31.0,0,0,335097,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,2,4.0,1,1,29103,23.0,¯\(ツ)/¯,2,0,0,0,1,0,Miss
1,3,6.0,0,1,392096,12.475,E121,1,0,0,0,1,1,Master
0,3,33.0,0,0,345780,9.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,23.0,0,0,349204,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,48.0,1,2,220845,65.0,¯\(ツ)/¯,3,0,0,0,1,0,Mrs
1,2,0.67,1,1,250649,14.5,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,28.0,0,0,350042,7.7958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,18.0,0,0,29108,11.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,34.0,0,0,363294,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,33.0,0,0,110152,86.5,B77,0,0,0,0,1,0,the Countess
0,3,,0,0,358585,14.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,41.0,0,0,SOTON/O2 3101272,7.125,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,20.0,0,0,2663,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,36.0,1,2,113760,120.0,B96 B98,3,0,0,0,1,0,Mrs
0,3,16.0,0,0,347074,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,51.0,1,0,13502,77.9583,D11,1,0,0,0,1,0,Mrs
0,1,,0,0,112379,39.6,¯\(ツ)/¯,0,0,1,0,0,1,Dr
0,3,30.5,0,0,364850,7.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,,1,0,371110,24.15,¯\(ツ)/¯,1,0,0,1,0,1,Mr
0,3,32.0,0,0,8471,8.3625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,24.0,0,0,345781,9.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,48.0,0,0,350047,7.8542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,57.0,0,0,S.O./P.P. 3,10.5,E77,0,0,0,0,1,0,Mrs
0,3,,0,0,2674,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,2,54.0,1,3,29105,23.0,¯\(ツ)/¯,4,0,0,0,1,0,Mrs
0,3,18.0,0,0,347078,7.75,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,383121,7.75,F38,0,0,0,1,0,1,Mr
1,3,5.0,0,0,364516,12.475,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,,0,0,36865,7.7375,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,1,43.0,0,1,24160,211.3375,B3,1,0,0,0,1,0,Mrs
1,3,13.0,0,0,2687,7.2292,¯\(ツ)/¯,0,0,1,0,0,0,Miss
1,1,17.0,1,0,17474,57.0,B20,1,0,0,0,1,0,Mrs
0,1,29.0,0,0,113501,30.0,D6,0,0,0,0,1,1,Mr
0,3,,1,2,W./C. 6607,23.45,¯\(ツ)/¯,3,0,0,0,1,1,Mr
0,3,25.0,0,0,SOTON/O.Q. 3101312,7.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,25.0,0,0,374887,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,18.0,0,0,3101265,7.4958,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,8.0,4,1,382652,29.125,¯\(ツ)/¯,5,0,0,1,0,1,Master
1,3,1.0,1,2,C.A. 2315,20.575,¯\(ツ)/¯,3,0,0,0,1,1,Master
0,1,46.0,0,0,PC 17593,79.2,B82 B84,0,0,1,0,0,1,Mr
0,3,,0,0,12460,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,2,16.0,0,0,239865,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,8,2,CA. 2343,69.55,¯\(ツ)/¯,10,0,0,0,1,0,Miss
0,1,,0,0,PC 17600,30.6958,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,25.0,0,0,349203,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,39.0,0,0,28213,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,49.0,0,0,17465,25.9292,D17,0,0,0,0,1,0,Dr
1,3,31.0,0,0,349244,8.6833,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
0,3,30.0,0,0,2685,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,30.0,1,1,345773,24.15,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,2,34.0,0,0,250647,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,31.0,1,1,C.A. 31921,26.25,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
1,1,11.0,1,2,113760,120.0,B96 B98,3,0,0,0,1,1,Master
1,3,0.42,0,1,2625,8.5167,¯\(ツ)/¯,1,0,1,0,0,1,Master
1,3,27.0,0,0,347089,6.975,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,31.0,0,0,347063,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,39.0,0,0,112050,0.0,A36,0,0,0,0,1,1,Mr
0,3,18.0,0,0,347087,7.775,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,2,39.0,0,0,248723,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,33.0,1,0,113806,53.1,E8,1,0,0,0,1,0,Mrs
0,3,26.0,0,0,3474,7.8875,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,39.0,0,0,A/4 48871,24.15,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,35.0,0,0,28206,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,6.0,4,2,347082,31.275,¯\(ツ)/¯,6,0,0,0,1,0,Miss
0,3,30.5,0,0,364499,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,,0,0,112058,0.0,B102,0,0,0,0,1,1,Mr
0,3,23.0,0,0,STON/O2. 3101290,7.925,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,2,31.0,1,1,S.C./PARIS 2079,37.0042,¯\(ツ)/¯,2,0,1,0,0,1,Mr
0,3,43.0,0,0,C 7075,6.45,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,10.0,3,2,347088,27.9,¯\(ツ)/¯,5,0,0,0,1,1,Master
1,1,52.0,1,1,12749,93.5,B69,2,0,0,0,1,0,Mrs
1,3,27.0,0,0,315098,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,38.0,0,0,19972,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Jonkheer
1,3,27.0,0,1,392096,12.475,E121,1,0,0,0,1,0,Mrs
0,3,2.0,4,1,3101295,39.6875,¯\(ツ)/¯,5,0,0,0,1,1,Master
0,3,,0,0,368323,6.95,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,,0,0,1601,56.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,1.0,0,2,S.C./PARIS 2079,37.0042,¯\(ツ)/¯,2,0,1,0,0,1,Master
1,3,,0,0,367228,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,3,15.0,1,0,2659,14.4542,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
1,2,0.83,1,1,29106,18.75,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,,0,0,2671,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,23.0,0,0,347468,7.8542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,18.0,0,0,2223,8.3,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,39.0,1,1,PC 17756,83.1583,E49,2,0,1,0,0,0,Miss
0,3,21.0,0,0,315097,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,392092,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,32.0,0,0,1601,56.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,,0,0,11774,29.7,C47,0,0,1,0,0,1,Mr
0,3,20.0,0,0,SOTON/O2 3101287,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,16.0,0,0,S.O./P.P. 3,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,30.0,0,0,113798,31.0,¯\(ツ)/¯,0,0,1,0,0,0,Miss
0,3,34.5,0,0,2683,6.4375,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,17.0,0,0,315090,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,42.0,0,0,C.A. 5547,7.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,8,2,CA. 2343,69.55,¯\(ツ)/¯,10,0,0,0,1,1,Mr
0,3,35.0,0,0,349213,7.8958,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,2,28.0,0,1,248727,33.0,¯\(ツ)/¯,1,1,0,0,1,1,Rev
1,1,,1,0,17453,89.1042,C92,1,0,1,0,0,0,Mrs
0,3,4.0,4,2,347082,31.275,¯\(ツ)/¯,6,0,0,0,1,1,Master
0,3,74.0,0,0,347060,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,9.0,1,1,2678,15.2458,¯\(ツ)/¯,2,0,1,0,0,0,Miss
1,1,16.0,0,1,PC 17592,39.4,D28,1,0,0,0,1,0,Miss
0,2,44.0,1,0,244252,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,3,18.0,0,1,392091,9.35,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,1,45.0,1,1,36928,164.8667,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
1,1,51.0,0,0,113055,26.55,E17,0,0,0,0,1,1,Mr
1,3,24.0,0,3,2666,19.2583,¯\(ツ)/¯,3,0,1,0,0,0,Mrs
0,3,,0,0,2629,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,41.0,2,0,350026,14.1083,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,2,21.0,1,0,28134,11.5,¯\(ツ)/¯,1,0,0,0,1,1,Mr
1,1,48.0,0,0,17466,25.9292,D17,0,0,0,0,1,0,Mrs
0,3,,8,2,CA. 2343,69.55,¯\(ツ)/¯,10,0,0,0,1,0,Miss
0,2,24.0,0,0,233866,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,42.0,0,0,236852,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
1,2,27.0,1,0,SC/PARIS 2149,13.8583,¯\(ツ)/¯,1,0,1,0,0,0,Miss
0,1,31.0,0,0,PC 17590,50.4958,A24,0,0,0,0,1,1,Mr
0,3,,0,0,345777,9.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,4.0,1,1,347742,11.1333,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,26.0,0,0,349248,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,47.0,1,1,11751,52.5542,D35,2,0,0,0,1,0,Mrs
0,1,33.0,0,0,695,5.0,B51 B53 B55,0,0,0,0,1,1,Mr
0,3,47.0,0,0,345765,9.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,28.0,1,0,P/PP 3381,24.0,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
1,3,15.0,0,0,2667,7.225,¯\(ツ)/¯,0,0,1,0,0,0,Miss
0,3,20.0,0,0,7534,9.8458,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,19.0,0,0,349212,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,349217,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,56.0,0,1,11767,83.1583,C50,1,0,1,0,0,0,Mrs
1,2,25.0,0,1,230433,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,33.0,0,0,349257,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,22.0,0,0,7552,10.5167,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,2,28.0,0,0,C.A./SOTON 34068,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,25.0,0,0,SOTON/OQ 392076,7.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,39.0,0,5,382652,29.125,¯\(ツ)/¯,5,0,0,1,0,0,Mrs
0,2,27.0,0,0,211536,13.0,¯\(ツ)/¯,0,1,0,0,1,1,Rev
1,1,19.0,0,0,112053,30.0,B42,0,0,0,0,1,0,Miss
0,3,,1,2,W./C. 6607,23.45,¯\(ツ)/¯,3,0,0,0,1,0,Miss
1,1,26.0,0,0,111369,30.0,C148,0,0,1,0,0,1,Mr
0,3,32.0,0,0,370376,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
